Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Datetime,,,,,
2026-03-10 19:30:00+00:00,184.75999450683594,184.83999633789062,183.25,184.39999389648438,20492139
2026-03-11 13:30:00+00:00,186.91000366210938,187.6199951171875,184.94000244140625,185.9199981689453,39795140
2026-03-11 14:30:00+00:00,185.0749969482422,186.94000244140625,185.06080627441406,186.89010620117188,20362143
2026-03-11 15:30:00+00:00,185.55499267578125,185.80650329589844,184.83999633789062,185.0760955810547,14151413
2026-03-11 16:30:00+00:00,185.61000061035156,186.0699005126953,185.25,185.5500030517578,10355965
2026-03-11 17:30:00+00:00,185.1540069580078,185.6999969482422,184.45010375976562,185.6199951171875,12728588
2026-03-11 18:30:00+00:00,185.36000061035156,185.74000549316406,185.02000427246094,185.16000366210938,10974433
2026-03-11 19:30:00+00:00,186.00999450683594,186.0399932861328,185.22999572753906,185.36990356445312,10325194
2026-03-12 13:30:00+00:00,182.0850067138672,184.86000061035156,182.0500030517578,184.0500030517578,36646581
2026-03-12 14:30:00+00:00,182.8800048828125,182.9600067138672,181.75,182.0850067138672,21123869
2026-03-12 15:30:00+00:00,184.25999450683594,184.94000244140625,182.7700958251953,182.8699951171875,21620770
2026-03-12 16:30:00+00:00,183.75999450683594,184.72000122070312,183.53500366210938,184.25999450683594,13929708
2026-03-12 17:30:00+00:00,183.55499267578125,184.19000244140625,183.1699981689453,183.77000427246094,12712518
2026-03-12 18:30:00+00:00,183.44000244140625,183.6199951171875,182.77999877929688,183.5399932861328,14025360
2026-03-12 19:30:00+00:00,183.00999450683594,183.6699981689453,182.7200927734375,183.43499755859375,12544443
2026-03-13 13:30:00+00:00,183.92210388183594,186.08999633789062,183.61000061035156,184.91000366210938,38715340
2026-03-13 14:30:00+00:00,181.88340759277344,184.25,181.66000366210938,183.9250030517578,27389127
2026-03-13 15:30:00+00:00,181.13999938964844,182.25,180.72000122070312,181.88999938964844,21151599
2026-03-13 16:30:00+00:00,181.5399932861328,181.75999450683594,180.92999267578125,181.13499450683594,14321948
2026-03-13 17:30:00+00:00,180.5449981689453,181.58920288085938,180.00999450683594,181.5399932861328,14153135
2026-03-13 18:30:00+00:00,180.6999969482422,181.13999938964844,180.27999877929688,180.5399932861328,14593908
2026-03-13 19:30:00+00:00,180.26499938964844,180.8249969482422,179.94000244140625,180.7100067138672,16337302
2026-03-16 13:30:00+00:00,184.07000732421875,185.0500030517578,182.87440490722656,182.97000122070312,25160321
2026-03-16 14:30:00+00:00,184.72779846191406,184.9199981689453,183.30499267578125,184.07000732421875,13947723
2026-03-16 15:30:00+00:00,183.89500427246094,184.94000244140625,183.6300048828125,184.72000122070312,10572265
2026-03-16 16:30:00+00:00,184.76010131835938,185.05999755859375,183.78500366210938,183.90499877929688,9780571
2026-03-16 17:30:00+00:00,184.93499755859375,185.52999877929688,184.27000427246094,184.77000427246094,12380863
2026-03-16 18:30:00+00:00,181.83380126953125,188.8699951171875,181.67999267578125,184.9398956298828,41293367
2026-03-16 19:30:00+00:00,183.1300048828125,183.65499877929688,181.41000366210938,181.85000610351562,18558112
2026-03-17 13:30:00+00:00,183.08999633789062,185.39999389648438,181.89999389648438,185.0500030517578,35838393
2026-03-17 14:30:00+00:00,182.43499755859375,183.41000366210938,182.24029541015625,183.0800018310547,36924089
2026-03-17 15:30:00+00:00,182.69830322265625,183.10000610351562,181.68040466308594,182.43499755859375,0
2026-03-17 16:30:00+00:00,182.41000366210938,182.9499969482422,181.8699951171875,182.6999969482422,43422500
2026-03-17 17:30:00+00:00,183.0399932861328,183.47000122070312,182.39999389648438,182.41000366210938,0
2026-03-17 18:30:00+00:00,182.64010620117188,183.15989685058594,182.05999755859375,183.02999877929688,10839212
2026-03-17 19:30:00+00:00,181.9600067138672,182.92999267578125,181.80999755859375,182.63009643554688,10549153
2026-03-18 13:30:00+00:00,182.2794952392578,183.3800048828125,180.72999572753906,182.49000549316406,27757729
2026-03-18 14:30:00+00:00,182.5399932861328,183.23500061035156,181.83999633789062,182.2805938720703,15580633
2026-03-18 15:30:00+00:00,182.74000549316406,182.85000610351562,182.32000732421875,182.5399932861328,9596417
2026-03-18 16:30:00+00:00,182.07000732421875,182.7550048828125,181.8300018310547,182.74000549316406,8508642
2026-03-18 17:30:00+00:00,182.31500244140625,183.14999389648438,181.82000732421875,182.07000732421875,10044595
2026-03-18 18:30:00+00:00,181.2449951171875,182.39500427246094,180.8800048828125,182.30999755859375,14439661
2026-03-18 19:30:00+00:00,180.35000610351562,181.38499450683594,180.3300018310547,181.22999572753906,9305558
2026-03-19 13:30:00+00:00,177.58999633789062,178.39930725097656,175.78500366210938,178.00999450683594,33648796
2026-03-19 14:30:00+00:00,178.23219299316406,179.0500030517578,177.55499267578125,177.58999633789062,15448637
2026-03-19 15:30:00+00:00,178.78500366210938,178.94000244140625,177.6649932861328,178.24000549316406,11424087
2026-03-19 16:30:00+00:00,178.5449981689453,178.89999389648438,177.55999755859375,178.7899932861328,41821467
2026-03-19 17:30:00+00:00,178.9698944091797,179.24000549316406,177.97000122070312,178.5399932861328,0
2026-03-19 18:30:00+00:00,179.13499450683594,179.97999572753906,178.08999633789062,178.97999572753906,13879376
2026-03-19 19:30:00+00:00,178.5,179.14990234375,177.91000366210938,179.1300048828125,10911447
2026-03-20 13:30:00+00:00,175.73500061035156,178.25999450683594,175.42999267578125,178.0,54718351
2026-03-20 14:30:00+00:00,175.69500732421875,176.25,175.0,175.75,27274362
2026-03-20 15:30:00+00:00,175.98849487304688,176.4499969482422,175.55999755859375,175.6999969482422,14754297
2026-03-20 16:30:00+00:00,175.07000732421875,175.98500061035156,175.02999877929688,175.98500061035156,12073349
2026-03-20 17:30:00+00:00,174.26010131835938,175.08999633789062,173.9600067138672,175.06500244140625,20076641
2026-03-20 18:30:00+00:00,172.42999267578125,174.33999633789062,172.37010192871094,174.26499938964844,23159557
2026-03-20 19:30:00+00:00,173.0,173.0399932861328,171.72500610351562,172.4250030517578,24605650
2026-03-23 13:30:00+00:00,177.875,178.2279052734375,175.87010192871094,177.25,55566937
2026-03-23 14:30:00+00:00,177.5800018310547,178.3699951171875,177.22999572753906,177.86500549316406,23567711
2026-03-23 15:30:00+00:00,174.80999755859375,177.77000427246094,174.75999450683594,177.58999633789062,26157500
2026-03-23 16:30:00+00:00,175.2949981689453,175.88999938964844,174.80349731445312,174.81500244140625,14902798
2026-03-23 17:30:00+00:00,176.10499572753906,176.41000366210938,175.27999877929688,175.27999877929688,13473293
2026-03-23 18:30:00+00:00,176.22999572753906,176.9600067138672,176.08999633789062,176.10000610351562,15340354
2026-03-23 19:30:00+00:00,175.50999450683594,176.6999969482422,175.5,176.22500610351562,14875311
2026-03-24 13:30:00+00:00,174.25,175.89990234375,173.97999572753906,174.76199340820312,31849095
2026-03-24 14:30:00+00:00,175.61500549316406,176.16000366210938,174.13499450683594,174.2550048828125,25114276
2026-03-24 15:30:00+00:00,175.3249969482422,175.89939880371094,174.9199981689453,175.61000061035156,14868329
2026-03-24 16:30:00+00:00,174.70730590820312,175.47999572753906,174.38499450683594,175.3300018310547,12064410
2026-03-24 17:30:00+00:00,175.4250030517578,175.60000610351562,174.41990661621094,174.6999969482422,11873453
2026-03-24 18:30:00+00:00,175.51499938964844,176.22000122070312,175.3000030517578,175.42999267578125,13983547
2026-03-24 19:30:00+00:00,175.30999755859375,175.6199951171875,174.86000061035156,175.51780700683594,13261358
2026-03-25 13:30:00+00:00,180.05999755859375,180.30999755859375,176.86000061035156,177.10000610351562,47087931
2026-03-25 14:30:00+00:00,180.0,181.21499633789062,179.1999969482422,180.0500030517578,31111269
2026-03-25 15:30:00+00:00,179.1199951171875,180.05589294433594,178.73500061035156,179.9949951171875,18161118
2026-03-25 16:30:00+00:00,178.92999267578125,179.33970642089844,178.50999450683594,179.11000061035156,12018365
2026-03-25 17:30:00+00:00,179.02000427246094,179.57000732421875,178.66000366210938,178.94000244140625,12686862
2026-03-25 18:30:00+00:00,178.60000610351562,179.1999969482422,177.8300018310547,179.02000427246094,15914397
2026-03-25 19:30:00+00:00,178.6699981689453,179.1199951171875,178.25,178.59500122070312,10187015
2026-03-26 13:30:00+00:00,174.82000732421875,176.5,174.80990600585938,176.1699981689453,36029353
2026-03-26 14:30:00+00:00,174.07009887695312,175.15989685058594,173.0399932861328,174.81500244140625,29537109
2026-03-26 15:30:00+00:00,173.77499389648438,174.8300018310547,173.7050018310547,174.06500244140625,18378166
2026-03-26 16:30:00+00:00,173.54010009765625,174.0,173.33999633789062,173.77499389648438,13236281
2026-03-26 17:30:00+00:00,172.09500122070312,173.7100067138672,171.83999633789062,173.5399932861328,22153880
2026-03-26 18:30:00+00:00,172.125,172.5,171.5500030517578,172.09500122070312,18593403
2026-03-26 19:30:00+00:00,171.22999572753906,172.14999389648438,171.13999938964844,172.12319946289062,17202750
2026-03-27 13:30:00+00:00,167.85000610351562,170.97000122070312,167.8000030517578,169.99000549316406,56166225
2026-03-27 14:30:00+00:00,169.5699005126953,169.5699005126953,167.5500030517578,167.8300018310547,27603646
2026-03-27 15:30:00+00:00,168.82000732421875,169.94000244140625,168.7100067138672,169.55999755859375,17521361
2026-03-27 16:30:00+00:00,167.83999633789062,169.27000427246094,167.8300018310547,168.80999755859375,16758151
2026-03-27 17:30:00+00:00,168.0,168.24000549316406,167.61000061035156,167.83999633789062,15062395
2026-03-27 18:30:00+00:00,167.42999267578125,168.27000427246094,167.22000122070312,168.0050048828125,17650366
2026-03-27 19:30:00+00:00,167.4600067138672,167.92999267578125,167.00999450683594,167.44000244140625,18119318
2026-03-30 13:30:00+00:00,166.91000366210938,169.4499969482422,166.2100067138672,168.73500061035156,44328928
2026-03-30 14:30:00+00:00,167.0050048828125,168.25,166.27000427246094,166.90499877929688,25106249
2026-03-30 15:30:00+00:00,166.47500610351562,168.02000427246094,166.35000610351562,167.0,19964516
2026-03-30 16:30:00+00:00,165.875,166.9199981689453,165.80999755859375,166.47999572753906,16368311
2026-03-30 17:30:00+00:00,165.69500732421875,166.4499969482422,165.58999633789062,165.8699951171875,14207997
2026-03-30 18:30:00+00:00,164.46310424804688,166.07000732421875,164.2949981689453,165.6999969482422,19702372
2026-03-30 19:30:00+00:00,165.05999755859375,165.5399932861328,164.27000427246094,164.46499633789062,18227730
2026-03-31 13:30:00+00:00,170.97999572753906,171.0749969482422,166.9600067138672,166.97000122070312,44954815
2026-03-31 14:30:00+00:00,170.30499267578125,171.3800048828125,169.55999755859375,170.97999572753906,25991642
2026-03-31 15:30:00+00:00,171.0500030517578,171.27999877929688,169.7550048828125,170.3000030517578,18531113
2026-03-31 16:30:00+00:00,173.27499389648438,173.8800048828125,170.7550048828125,171.0500030517578,33199113
2026-03-31 17:30:00+00:00,173.26499938964844,173.72999572753906,172.27999877929688,173.27999877929688,19348274
2026-03-31 18:30:00+00:00,173.93499755859375,174.27499389648438,173.02000427246094,173.25999450683594,21682792
2026-03-31 19:30:00+00:00,174.3800048828125,174.6199951171875,173.85499572753906,173.92999267578125,20307842
2026-04-01 13:30:00+00:00,176.1999969482422,176.60000610351562,174.75999450683594,176.0,46071243
2026-04-01 14:30:00+00:00,176.48500061035156,177.11500549316406,175.5050048828125,176.19000244140625,22675088
2026-04-01 15:30:00+00:00,177.10000610351562,177.3699951171875,176.39999389648438,176.47999572753906,15319849
2026-04-01 16:30:00+00:00,176.6649932861328,177.1649932861328,176.61000061035156,177.10000610351562,11191707
2026-04-01 17:30:00+00:00,175.0800018310547,176.72000122070312,174.8699951171875,176.6649932861328,16219900
2026-04-01 18:30:00+00:00,176.00999450683594,176.32000732421875,174.80499267578125,175.0800018310547,16485638
2026-04-01 19:30:00+00:00,175.8000030517578,176.25999450683594,175.50010681152344,176.0050048828125,11838090
